FlowDuration,TotFwdPkts,TotBwdPkts,TotLenFwdPkts,TotLenBwdPkts,FwdPktLenMax,FwdPktLenMin,BwdPktLenMax,BwdPktLenMin,FwdHeaderLen,BwdHeaderLen,SubflowFwdPkts,SubflowFwdByts,SubflowBwdPkts,SubflowBwdByts,TargetOutput
1453,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7801,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3589,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6454,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5836,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5721,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
9271,3,7,317,4434,317,0,1460,0,60,164,3,317,7,4434,3
9935,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,3
20977,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
22509,3,7,315,4434,315,0,1460,0,60,164,3,315,7,4434,3
15725,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
16645,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
20323,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3586,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5154,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5578,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
6852,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
7591,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
9931,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,3
12376,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
1651,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8388,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4117,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7209,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6589,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6778,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
8548,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
10278,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
9578,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
11372,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
4630,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6324,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7874,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3180,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4773,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6555,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,3
5408,4,8,323,4434,323,0,1460,0,80,184,4,323,8,4434,3
8173,3,7,323,4434,323,0,1460,0,60,164,3,323,7,4434,3
8764,3,7,328,4434,328,0,1460,0,60,164,3,328,7,4434,3
10008,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,3
1647,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5123,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2811,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3361,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6052,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
19136,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,3
23495,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
23963,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,3
27295,4,8,323,4434,323,0,1460,0,80,184,4,323,8,4434,3
27641,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
3854,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7879,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
12511,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4115,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7806,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5236,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
6695,4,8,323,4434,323,0,1460,0,80,184,4,323,8,4434,3
8526,4,8,323,4434,323,0,1460,0,80,184,4,323,8,4434,3
11088,4,8,328,4434,328,0,1460,0,80,184,4,328,8,4434,3
13540,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,3
2066,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
10372,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4615,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9063,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7353,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6408,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,3
7818,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,3
9939,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
13119,4,8,323,4434,323,0,1460,0,80,184,4,323,8,4434,3
14104,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
3614,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2771,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
10583,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7243,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9505,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6630,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
7804,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
8758,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
11701,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,3
14813,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
1472,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9624,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4244,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7915,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6743,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
24478,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
25823,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
27174,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
28853,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
31409,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
8732,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
1928,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7626,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4641,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6448,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
16681,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
17589,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
19112,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
21716,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,3
24418,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
1978,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9806,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4860,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9198,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7753,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6212,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
6899,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
7674,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
9404,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
11948,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
7722,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
1959,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6985,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4314,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5857,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5173,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
6272,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
7441,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
9395,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,3
11597,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
1509,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7930,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3670,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6897,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5718,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6296,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,3
8523,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,3
7839,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,3
21424,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
23336,3,7,317,4434,317,0,1460,0,60,164,3,317,7,4434,3
19407,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2531,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
17609,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4780,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
18595,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7077,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
8035,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
9135,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
11790,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,3
14579,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
1558,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8993,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4258,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8152,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6805,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6381,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
7295,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
10242,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
9396,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
11344,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
8753,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5210,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8176,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4246,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6362,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5958,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
6572,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
7500,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
10032,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,3
12772,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
1437,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8233,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4349,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7712,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6890,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
25502,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
26104,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
26429,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
30049,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
29965,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
8138,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3365,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7403,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3694,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7035,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5988,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
6191,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
6987,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
9523,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,3
12149,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
1331,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7300,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3475,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6394,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5358,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5614,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
6592,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
7667,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
10200,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
7131,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
11749,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
2617,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6250,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4868,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
15916,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
19115,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
20215,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
6917,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
24039,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,3
26391,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
1343,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8687,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3883,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6798,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8954,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6722,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
6709,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
9442,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
10202,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
12844,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
8398,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2265,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5597,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7570,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4103,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5789,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
6799,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
9117,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,3
26220,3,7,325,4434,325,0,1460,0,60,164,3,325,7,4434,3
21499,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
27846,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,3
17719,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
20361,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2539,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4070,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6745,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
6281,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
8960,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
8446,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
6176,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
12649,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
5919,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4124,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3109,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6598,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6552,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
476,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5921,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,3
7993,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
8027,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
9657,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
4586,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6239,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2438,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3950,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9554,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
2697,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5922,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
6930,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
9548,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,3
9355,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
6296,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2876,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3296,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5790,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9306,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,3
11792,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
16701,4,8,328,4434,328,0,1460,0,80,184,4,328,8,4434,3
18586,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
18788,4,8,323,4434,323,0,1460,0,80,184,4,323,8,4434,3
20550,4,8,323,4434,323,0,1460,0,80,184,4,323,8,4434,3
3249,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3053,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6762,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,3
7179,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
8372,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
10126,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
5784,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9557,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
5197,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2362,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4186,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2653,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5360,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
6442,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
8185,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,3
6642,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
10877,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,3
3825,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5604,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
10444,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,3
16097,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
15697,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
20883,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
21692,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
7203,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
24028,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
5656,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9758,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
5008,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2383,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4839,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3031,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6818,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
6829,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
10090,3,7,325,4434,325,0,1460,0,60,164,3,325,7,4434,3
8881,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,3
4951,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
1606,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4812,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2201,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9800,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
827,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
16586,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
17525,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
18354,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
20486,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
20656,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
7804,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7274,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4700,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7127,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4341,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5632,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
8386,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
8895,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,3
9109,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
10026,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
6328,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5588,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8698,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5080,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3993,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7027,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
8374,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
9379,3,7,317,4434,317,0,1460,0,60,164,3,317,7,4434,3
26264,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
25616,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,3
22473,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
21343,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3530,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
20315,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4143,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6607,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
6667,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
8433,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,3
8999,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
10247,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
8105,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6279,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8071,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5662,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4453,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7059,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
7721,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
8796,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
10689,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
12857,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
8831,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8209,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3246,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7334,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5553,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5349,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
7797,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
8375,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,3
9260,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
10501,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
6560,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5890,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9039,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5204,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3999,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7280,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,3
8201,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
9795,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,3
9321,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,3
10776,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
5212,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5961,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2378,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3145,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3333,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
12395,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
14597,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
15592,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,3
17124,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
18926,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
7768,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6962,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
10489,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6116,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4581,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7244,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
9485,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
9085,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
10097,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
13266,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
6999,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
9050,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2799,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6838,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5829,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
5519,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
9030,3,7,317,4434,317,0,1460,0,60,164,3,317,7,4434,3
9851,3,7,325,4434,325,0,1460,0,60,164,3,325,7,4434,3
4354,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
12066,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,3
3417,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
11785,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
7756,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
